species	ind	date	jday	julian	total	new	senesced
awabuki	awa3	2014-07-29	210	14210	22	0	0
awabuki	awa3	2014-08-24	236	14236	22	0	0
awabuki	awa3	2014-09-23	266	14266	22	0	0
awabuki	awa3	2014-10-28	301	14301	22	0	0
awabuki	awa3	2014-11-18	322	14322	22	0	0
betulifolium	bet3	2013-05-02	122	13122	24	0	0
betulifolium	bet3	2013-06-02	153	13153	28	4	0
betulifolium	bet3	2013-07-07	188	13188	28	0	0
betulifolium	bet3	2013-08-09	221	13221	28	0	0
betulifolium	bet3	2013-09-14	257	13257	28	0	0
betulifolium	bet3	2013-10-12	285	13285	28	0	0
betulifolium	bet3	2013-11-09	313	13313	28	0	0
betulifolium	bet3	2013-12-28	362	13362	0	0	28
betulifolium	bet3	2014-03-09	68	14068	0	0	0
betulifolium	bet3	2014-03-22	81	14081	0	0	0
betulifolium	bet3	2014-04-13	103	14103	0	0	0
betulifolium	bet3	2014-04-26	116	14116	36	36	0
betulifolium	bet3	2014-05-17	137	14137	38	2	0
betulifolium	bet3	2014-06-01	152	14152	38	0	0
betulifolium	bet3	2014-06-21	172	14172	38	0	0
betulifolium	bet3	2014-08-17	229	14229	37	0	1
betulifolium	bet3	2014-10-04	277	14277	29	0	8
betulifolium	bet3	2014-11-03	307	14307	20	0	9
betulifolium	bet3	2014-11-22	326	14326	0	0	20
betulifolium	bet3	2014-12-27	361	14361	0	0	0
betulifolium	bet3	2015-02-02	33	15033	0	0	0
betulifolium	bet3	2015-02-28	59	15059	0	0	0
betulifolium	bet3	2015-03-29	88	15088	0	0	0
betulifolium	bet3	2015-04-26	116	15116	34	34	0
betulifolium	bet3	2015-06-02	153	15153	38	4	0
betulifolium	bet1	2013-05-02	122	13122	18	0	0
betulifolium	bet1	2013-06-02	153	13153	18	0	0
betulifolium	bet1	2013-07-07	188	13188	18	0	0
betulifolium	bet1	2013-08-09	221	13221	18	0	0
betulifolium	bet1	2013-09-14	257	13257	18	0	0
betulifolium	bet1	2013-10-12	285	13285	18	0	0
betulifolium	bet1	2013-11-09	313	13313	18	0	0
betulifolium	bet1	2013-12-28	362	13362	0	0	18
betulifolium	bet1	2014-03-09	68	14068	0	0	0
betulifolium	bet1	2014-03-22	81	14081	0	0	0
betulifolium	bet1	2014-04-13	103	14103	0	0	0
betulifolium	bet1	2014-04-26	116	14116	18	18	0
betulifolium	bet1	2014-05-17	137	14137	18	0	0
betulifolium	bet1	2014-06-01	152	14152	18	0	0
betulifolium	bet1	2014-06-21	172	14172	18	0	0
betulifolium	bet1	2014-08-17	229	14229	18	0	0
betulifolium	bet1	2014-10-04	277	14277	14	0	4
betulifolium	bet1	2014-11-03	307	14307	14	0	0
betulifolium	bet1	2014-11-22	326	14326	5	0	9
betulifolium	bet1	2014-12-27	361	14361	0	0	5
betulifolium	bet1	2015-02-02	33	15033	0	0	0
betulifolium	bet1	2015-02-28	59	15059	0	0	0
betulifolium	bet1	2015-03-29	88	15088	0	0	0
betulifolium	bet1	2015-04-26	116	15116	14	14	0
betulifolium	bet1	2015-06-02	153	15153	14	0	0
betulifolium	bet2	2013-05-02	122	13122	21	0	0
betulifolium	bet2	2013-06-02	153	13153	25	4	0
betulifolium	bet2	2013-07-07	188	13188	25	0	0
betulifolium	bet2	2013-08-09	221	13221	25	0	0
betulifolium	bet2	2013-09-14	257	13257	25	0	0
betulifolium	bet2	2013-10-12	285	13285	25	0	0
betulifolium	bet2	2013-11-09	313	13313	25	0	0
betulifolium	bet2	2013-12-28	362	13362	0	0	25
betulifolium	bet2	2014-03-09	68	14068	0	0	0
betulifolium	bet2	2014-03-22	81	14081	0	0	0
betulifolium	bet2	2014-04-13	103	14103	0	0	0
betulifolium	bet2	2014-04-26	116	14116	26	26	0
betulifolium	bet2	2014-05-17	137	14137	26	0	0
betulifolium	bet2	2014-06-01	152	14152	26	0	0
betulifolium	bet2	2014-06-21	172	14172	26	0	0
betulifolium	bet2	2014-08-17	229	14229	22	0	4
betulifolium	bet2	2014-10-04	277	14277	18	0	4
betulifolium	bet2	2014-11-03	307	14307	17	0	1
betulifolium	bet2	2014-11-22	326	14326	0	0	17
betulifolium	bet2	2014-12-27	361	14361	0	0	0
betulifolium	bet2	2015-02-02	33	15033	0	0	0
betulifolium	bet2	2015-02-28	59	15059	0	0	0
betulifolium	bet2	2015-03-29	88	15088	0	0	0
betulifolium	bet2	2015-04-26	116	15116	18	18	0
betulifolium	bet2	2015-06-02	153	15153	18	0	0
betulifolium	bet4	2013-05-02	122	13122	20	0	0
betulifolium	bet4	2013-06-02	153	13153	20	0	0
betulifolium	bet4	2013-07-07	188	13188	20	0	0
betulifolium	bet4	2013-08-09	221	13221	20	0	0
betulifolium	bet4	2013-09-14	257	13257	20	0	0
betulifolium	bet4	2013-10-12	285	13285	20	0	0
betulifolium	bet4	2013-11-09	313	13313	20	0	0
betulifolium	bet4	2013-12-28	362	13362	0	0	20
betulifolium	bet4	2014-03-09	68	14068	0	0	0
betulifolium	bet4	2014-03-22	81	14081	0	0	0
betulifolium	bet4	2014-04-13	103	14103	0	0	0
betulifolium	bet4	2014-04-26	116	14116	20	20	0
betulifolium	bet4	2014-05-17	137	14137	20	0	0
betulifolium	bet4	2014-06-01	152	14152	22	2	0
betulifolium	bet4	2014-06-21	172	14172	22	0	0
betulifolium	bet4	2014-08-17	229	14229	22	0	0
betulifolium	bet4	2014-10-04	277	14277	19	0	3
betulifolium	bet4	2014-11-03	307	14307	13	0	6
betulifolium	bet4	2014-11-22	326	14326	9	0	4
betulifolium	bet4	2014-12-27	361	14361	0	0	9
betulifolium	bet4	2015-02-02	33	15033	0	0	0
betulifolium	bet4	2015-02-28	59	15059	0	0	0
betulifolium	bet4	2015-03-29	88	15088	0	0	0
betulifolium	bet4	2015-04-26	116	15116	29	29	0
betulifolium	bet4	2015-06-02	153	15153	29	0	0
bitchiuense	bit1	2013-05-06	126	13126	50	0	0
bitchiuense	bit1	2013-06-11	162	13162	50	0	0
bitchiuense	bit1	2013-06-29	180	13180	50	0	0
bitchiuense	bit1	2013-08-03	215	13215	48	0	2
bitchiuense	bit1	2013-09-06	249	13249	47	0	1
bitchiuense	bit1	2013-10-06	279	13279	42	0	5
bitchiuense	bit1	2013-11-11	315	13315	24	0	18
bitchiuense	bit1	2013-12-11	345	13345	0	0	24
bitchiuense	bit1	2014-01-15	15	14015	0	0	0
bitchiuense	bit1	2014-02-19	50	14050	0	0	0
bitchiuense	bit1	2014-03-22	81	14081	0	0	0
bitchiuense	bit1	2014-04-05	95	14095	90	90	0
bitchiuense	bit1	2014-04-17	107	14107	86	0	4
bitchiuense	bit1	2014-05-02	122	14122	114	28	0
bitchiuense	bit1	2014-05-23	143	14143	125	11	0
bitchiuense	bit1	2014-06-24	175	14175	123	0	2
bitchiuense	bit1	2014-07-28	209	14209	116	0	7
bitchiuense	bit1	2014-08-26	238	14238	106	0	10
bitchiuense	bit1	2014-09-25	268	14268	90	0	16
bitchiuense	bit1	2014-10-14	287	14287	75	0	15
bitchiuense	bit1	2014-10-28	301	14301	65	0	10
bitchiuense	bit1	2014-11-14	318	14318	49	0	16
bitchiuense	bit1	2014-12-10	344	14344	2	0	47
bitchiuense	bit1	2014-12-27	361	14361	0	0	2
bitchiuense	bit2	2013-05-06	126	13126	42	0	0
bitchiuense	bit2	2013-06-11	162	13162	42	0	0
bitchiuense	bit2	2013-06-29	180	13180	40	0	2
bitchiuense	bit2	2013-08-03	215	13215	39	0	1
bitchiuense	bit2	2013-09-06	249	13249	39	0	0
bitchiuense	bit2	2013-10-06	279	13279	37	0	2
bitchiuense	bit2	2013-11-11	315	13315	34	0	3
bitchiuense	bit2	2013-12-11	345	13345	0	0	34
bitchiuense	bit2	2014-01-15	15	14015	0	0	0
bitchiuense	bit2	2014-02-19	50	14050	0	0	0
bitchiuense	bit2	2014-03-22	81	14081	0	0	0
bitchiuense	bit2	2014-04-05	95	14095	77	77	0
bitchiuense	bit2	2014-04-17	107	14107	79	2	0
bitchiuense	bit2	2014-05-02	122	14122	91	12	0
bitchiuense	bit2	2014-05-23	143	14143	96	5	0
bitchiuense	bit2	2014-06-24	175	14175	97	1	0
bitchiuense	bit2	2014-07-28	209	14209	96	0	1
bitchiuense	bit2	2014-08-26	238	14238	96	0	0
bitchiuense	bit2	2014-09-25	268	14268	93	0	3
bitchiuense	bit2	2014-10-14	287	14287	89	0	4
bitchiuense	bit2	2014-10-28	301	14301	84	0	5
bitchiuense	bit2	2014-11-14	318	14318	73	0	11
bitchiuense	bit2	2014-12-10	344	14344	11	0	62
bitchiuense	bit2	2014-12-27	361	14361	0	0	11
bitchiuense	bit3	2013-05-06	126	13126	54	0	0
bitchiuense	bit3	2013-06-11	162	13162	58	4	0
bitchiuense	bit3	2013-06-29	180	13180	57	0	1
bitchiuense	bit3	2013-08-03	215	13215	55	0	2
bitchiuense	bit3	2013-09-06	249	13249	45	0	10
bitchiuense	bit3	2013-10-06	279	13279	36	0	9
bitchiuense	bit3	2013-11-11	315	13315	14	0	22
bitchiuense	bit3	2013-12-11	345	13345	0	0	14
bitchiuense	bit3	2014-01-15	15	14015	0	0	0
bitchiuense	bit3	2014-02-19	50	14050	0	0	0
bitchiuense	bit3	2014-03-22	81	14081	0	0	0
bitchiuense	bit3	2014-04-05	95	14095	80	80	0
bitchiuense	bit3	2014-04-17	107	14107	85	5	0
bitchiuense	bit3	2014-05-02	122	14122	87	2	0
bitchiuense	bit3	2014-05-23	143	14143	85	0	2
bitchiuense	bit3	2014-06-24	175	14175	83	0	2
bitchiuense	bit3	2014-07-28	209	14209	65	0	18
bitchiuense	bit3	2014-08-26	238	14238	58	0	7
bitchiuense	bit3	2014-09-25	268	14268	44	0	14
bitchiuense	bit3	2014-10-14	287	14287	35	0	9
bitchiuense	bit3	2014-10-28	301	14301	26	0	9
bitchiuense	bit3	2014-11-14	318	14318	14	0	12
bitchiuense	bit3	2014-12-10	344	14344	1	0	13
bitchiuense	bit3	2014-12-27	361	14361	0	0	1
bitchiuense	bit4	2013-05-06	126	13126	35	0	0
bitchiuense	bit4	2013-06-11	162	13162	35	0	0
bitchiuense	bit4	2013-06-29	180	13180	35	0	0
bitchiuense	bit4	2013-08-03	215	13215	35	0	0
bitchiuense	bit4	2013-09-06	249	13249	35	0	0
bitchiuense	bit4	2013-10-06	279	13279	27	0	8
bitchiuense	bit4	2013-11-11	315	13315	7	0	20
bitchiuense	bit4	2013-12-11	345	13345	0	0	7
bitchiuense	bit4	2014-01-15	15	14015	0	0	0
bitchiuense	bit4	2014-02-19	50	14050	0	0	0
bitchiuense	bit4	2014-03-22	81	14081	0	0	0
bitchiuense	bit4	2014-04-05	95	14095	27	27	0
bitchiuense	bit4	2014-04-17	107	14107	32	5	0
bitchiuense	bit4	2014-05-02	122	14122	31	0	1
bitchiuense	bit4	2014-05-23	143	14143	35	4	0
bitchiuense	bit4	2014-06-24	175	14175	35	0	0
bitchiuense	bit4	2014-07-28	209	14209	35	0	0
bitchiuense	bit4	2014-08-26	238	14238	34	0	1
bitchiuense	bit4	2014-09-25	268	14268	30	0	4
bitchiuense	bit4	2014-10-14	287	14287	22	0	8
bitchiuense	bit4	2014-10-28	301	14301	17	0	5
bitchiuense	bit4	2014-11-14	318	14318	11	0	6
bitchiuense	bit4	2014-12-10	344	14344	0	0	0
bitchiuense	bit4	2014-12-27	361	14361	0	0	0
clemensae	clem1	2014-01-25	25	14025	20	0	0
clemensae	clem1	2014-02-25	56	14056	34	14	0
clemensae	clem1	2014-03-22	81	14081	33	0	1
clemensae	clem1	2014-04-18	108	14108	33	0	0
clemensae	clem1	2014-05-23	143	14143	32	0	1
clemensae	clem1	2014-06-27	178	14178	32	0	0
clemensae	clem1	2014-07-26	207	14207	32	0	0
clemensae	clem1	2014-08-23	235	14235	32	0	0
clemensae	clem1	2014-09-27	270	14270	32	0	0
clemensae	clem1	2014-10-26	299	14299	31	0	1
clemensae	clem1	2014-11-22	326	14326	31	0	0
clemensae	clem1	2014-12-21	355	14355	31	0	0
clemensae	clem1	2015-01-24	24	15024	31	0	0
clemensae	clem1	2015-02-28	59	15059	35	4	0
clemensae	clem2	2014-01-25	25	14025	19	0	0
clemensae	clem2	2014-02-25	56	14056	24	5	0
clemensae	clem2	2014-03-22	81	14081	24	5	0
clemensae	clem2	2014-04-18	108	14108	23	0	1
clemensae	clem2	2014-05-23	143	14143	23	0	0
clemensae	clem2	2014-06-27	178	14178	23	0	0
clemensae	clem2	2014-07-26	207	14207	23	0	0
clemensae	clem2	2014-08-23	235	14235	23	0	0
clemensae	clem2	2014-09-27	270	14270	23	0	0
clemensae	clem2	2014-10-26	299	14299	26	3	0
clemensae	clem2	2014-11-22	326	14326	28	2	0
clemensae	clem2	2014-12-21	355	14355	28	0	0
clemensae	clem2	2015-01-24	24	15024	28	0	0
clemensae	clem2	2015-02-28	59	15059	31	4	1
clemensae	clem3	2014-01-25	25	14025	19	0	0
clemensae	clem3	2014-02-25	56	14056	19	0	0
clemensae	clem3	2014-03-22	81	14081	19	0	0
clemensae	clem3	2014-04-18	108	14108	18	0	1
clemensae	clem3	2014-05-23	143	14143	18	0	0
clemensae	clem3	2014-06-27	178	14178	18	0	0
clemensae	clem3	2014-07-26	207	14207	18	0	0
clemensae	clem3	2014-08-23	235	14235	18	0	0
clemensae	clem3	2014-09-27	270	14270	18	0	0
clemensae	clem3	2014-10-26	299	14299	18	0	0
clemensae	clem3	2014-11-22	326	14326	18	0	0
clemensae	clem3	2014-12-21	355	14355	18	0	0
clemensae	clem3	2015-01-24	24	15024	20	2	0
clemensae	clem3	2015-02-28	59	15059	24	4	0
clemensae	clem4	2014-01-25	25	14025	21	0	0
clemensae	clem4	2014-02-25	56	14056	27	6	0
clemensae	clem4	2014-03-22	81	14081	27	0	0
clemensae	clem4	2014-04-18	108	14108	29	3	1
clemensae	clem4	2014-05-23	143	14143	29	0	0
clemensae	clem4	2014-06-27	178	14178	28	0	1
clemensae	clem4	2014-07-26	207	14207	28	0	0
clemensae	clem4	2014-08-23	235	14235	28	0	0
clemensae	clem4	2014-09-27	270	14270	26	0	2
clemensae	clem4	2014-10-26	299	14299	26	0	0
clemensae	clem4	2014-11-22	326	14326	26	0	0
clemensae	clem4	2014-12-21	355	14355	30	4	0
clemensae	clem4	2015-01-24	24	15024	32	2	0
clemensae	clem4	2015-02-28	59	15059	32	0	0
clemensae	clem5	2014-01-25	25	14025	16	0	0
clemensae	clem5	2014-02-25	56	14056	16	0	0
clemensae	clem5	2014-03-22	81	14081	15	0	1
clemensae	clem5	2014-04-18	108	14108	15	0	0
clemensae	clem5	2014-05-23	143	14143	14	0	1
clemensae	clem5	2014-06-27	178	14178	14	0	0
clemensae	clem5	2014-07-26	207	14207	14	0	0
clemensae	clem5	2014-08-23	235	14235	14	0	0
clemensae	clem5	2014-09-27	270	14270	14	0	0
clemensae	clem5	2014-10-26	299	14299	11	0	3
clemensae	clem5	2014-11-22	326	14326	11	0	0
clemensae	clem5	2014-12-21	355	14355	15	4	0
clemensae	clem5	2015-01-24	24	15024	19	4	0
clemensae	clem5	2015-02-28	59	15059	21	2	0
dilatatum	dial1	2014-01-05	5	14005	0	0	0
dilatatum	dial1	2014-02-10	41	14041	0	0	0
dilatatum	dial1	2014-03-19	78	14078	0	0	0
dilatatum	dial1	2014-03-26	85	14085	28	28	0
dilatatum	dial1	2014-04-05	95	14095	28	0	0
dilatatum	dial1	2014-04-17	107	14107	28	0	0
dilatatum	dial1	2014-05-02	122	14122	28	0	0
dilatatum	dial1	2014-05-23	143	14143	28	0	0
dilatatum	dial1	2014-06-24	175	14175	28	0	0
dilatatum	dial1	2014-07-28	209	14209	28	0	0
dilatatum	dial1	2014-08-26	238	14238	27	0	1
dilatatum	dial1	2014-09-25	268	14268	22	0	5
dilatatum	dial1	2014-10-14	287	14287	9	0	13
dilatatum	dial1	2014-10-28	301	14301	3	0	6
dilatatum	dial1	2014-11-14	318	14318	1	0	2
dilatatum	dial1	2014-12-10	344	14344	0	0	1
dilatatum	dial1	2014-12-27	361	14361	0	0	0
dilatatum	dial2	2014-01-05	5	14005	0	0	0
dilatatum	dial2	2014-02-10	41	14041	0	0	0
dilatatum	dial2	2014-03-19	78	14078	0	0	0
dilatatum	dial2	2014-03-26	85	14085	0	0	0
dilatatum	dial2	2014-04-05	95	14095	32	32	0
dilatatum	dial2	2014-04-17	107	14107	40	8	0
dilatatum	dial2	2014-05-02	122	14122	40	0	0
dilatatum	dial2	2014-05-23	143	14143	40	0	0
dilatatum	dial2	2014-06-24	175	14175	40	0	0
dilatatum	dial2	2014-07-28	209	14209	39	0	1
dilatatum	dial2	2014-08-26	238	14238	39	0	0
dilatatum	dial2	2014-09-25	268	14268	39	0	0
dilatatum	dial2	2014-10-14	287	14287	39	0	0
dilatatum	dial2	2014-10-28	301	14301	37	0	2
dilatatum	dial2	2014-11-14	318	14318	27	0	10
dilatatum	dial2	2014-12-10	344	14344	0	0	27
dilatatum	dial2	2014-12-27	361	14361	0	0	0
dilatatum	dial3	2014-01-05	5	14005	0	0	0
dilatatum	dial3	2014-02-10	41	14041	0	0	0
dilatatum	dial3	2014-03-19	78	14078	0	0	0
dilatatum	dial3	2014-03-26	85	14085	0	0	0
dilatatum	dial3	2014-04-05	95	14095	8	8	0
dilatatum	dial3	2014-04-17	107	14107	68	60	0
dilatatum	dial3	2014-05-02	122	14122	68	0	0
dilatatum	dial3	2014-05-23	143	14143	62	0	6
dilatatum	dial3	2014-06-24	175	14175	79	17	0
dilatatum	dial3	2014-07-28	209	14209	76	0	3
dilatatum	dial3	2014-08-26	238	14238	75	0	1
dilatatum	dial3	2014-09-25	268	14268	68	0	7
dilatatum	dial3	2014-10-14	287	14287	64	0	4
dilatatum	dial3	2014-10-28	301	14301	60	0	4
dilatatum	dial3	2014-11-14	318	14318	43	0	17
dilatatum	dial3	2014-12-10	344	14344	14	0	29
dilatatum	dial3	2014-12-27	361	14361	0	0	14
dilatatum	dial4	2014-01-05	5	14005	0	0	0
dilatatum	dial4	2014-02-10	41	14041	0	0	0
dilatatum	dial4	2014-03-19	78	14078	0	0	0
dilatatum	dial4	2014-03-26	85	14085	0	0	0
dilatatum	dial4	2014-04-05	95	14095	46	46	0
dilatatum	dial4	2014-04-17	107	14107	69	23	0
dilatatum	dial4	2014-05-02	122	14122	82	13	0
dilatatum	dial4	2014-05-23	143	14143	91	9	0
dilatatum	dial4	2014-06-24	175	14175	92	1	0
dilatatum	dial4	2014-07-28	209	14209	90	0	1
dilatatum	dial4	2014-08-26	238	14238	86	0	4
dilatatum	dial4	2014-09-25	268	14268	68	0	18
dilatatum	dial4	2014-10-14	287	14287	66	0	2
dilatatum	dial4	2014-10-28	301	14301	61	0	5
dilatatum	dial4	2014-11-14	318	14318	19	0	42
dilatatum	dial4	2014-12-10	344	14344	0	0	19
dilatatum	dial4	2014-12-27	361	14361	0	0	0
dilatatum	dial5	2014-02-10	41	14041	0	0	0
dilatatum	dial5	2014-03-19	78	14078	0	0	0
dilatatum	dial5	2014-03-26	85	14085	0	0	0
dilatatum	dial5	2014-04-05	95	14095	76	76	0
dilatatum	dial5	2014-04-17	107	14107	82	6	0
dilatatum	dial5	2014-05-02	122	14122	95	13	0
dilatatum	dial5	2014-05-23	143	14143	107	12	0
dilatatum	dial5	2014-06-24	175	14175	108	1	0
dilatatum	dial5	2014-07-28	209	14209	105	0	3
dilatatum	dial5	2014-08-26	238	14238	103	0	2
dilatatum	dial5	2014-09-25	268	14268	89	0	14
